block_number,price,percentagePlus1,percentagePlus2,percentagePlus3,percentagePlus4,percentagePlus5,percentagePlus6,percentagePlus7,percentagePlus8,percentagePlus9,percentagePlus10
6933830,3000000000,7.01,85.71,3.70,26.56,1.48,10.00,1.23,17.95,5.56,25.00
6933884,8000000000,5.00,16.67,83.87,-1.00,47.90,68.42,60.00,2.38,100.00,54.43
6933379,10000000000,54.19,68.75,68.00,-1.00,82.79,41.38,38.89,8.33,-1.00,-1.00
6933445,2300000000,8.78,0.53,-1.00,0.65,0.61,1.69,1.30,0.83,57.14,11.59
6933489,2500000000,33.33,12.87,45.56,64.71,96.97,1.06,48.28,7.64,0.55,29.79
6933511,3000000000,43.84,10.00,22.94,0.98,38.04,23.17,3.03,14.29,80.77,54.05
6933710,2200000000,1.08,1.72,33.33,4.52,2.00,100.00,33.33,8.84,74.21,53.19
6933828,7037536711,36.36,7.41,60.87,42.42,52.50,86.00,3.45,50.00,15.20,97.00
6933806,3000000000,43.84,22.94,23.17,92.59,10.00,14.29,0.98,38.04,80.77,3.03
6933836,3900000000,10.00,74.51,5.26,20.90,45.10,39.51,100.00,26.17,56.91,14.29
6933881,2200000000,0.62,4.52,100.00,33.33,1.72,74.21,53.19,33.33,2.00,1.08
6933528,2300000000,3.03,30.00,0.67,0.96,16.67,1.69,0.59,8.59,16.33,1.28
6933823,3000000000,18.18,18.18,10.00,18.18,28.12,37.21,48.39,71.55,-1.00,2.50
6933873,2759734681,2.54,5.80,74.51,17.71,6.25,0.77,32.53,50.00,11.76,14.29
6933804,3000000000,10.00,2.38,15.07,18.18,18.18,37.21,48.39,28.12,31.40,6.25
6933479,10000000000,82.79,54.19,68.75,68.00,41.38,38.89,8.33,79.31,79.10,72.50
6933907,2300000000,5.41,0.50,20.31,5.56,66.67,29.73,0.79,31.03,19.67,2.63
6933963,3000000000,75.00,61.75,90.57,38.78,15.62,1.47,22.54,66.67,37.62,2.86
6933569,3000000000,14.78,36.73,9.88,1.54,4.00,40.35,1.10,10.00,59.57,0.51
6933598,10000000000,16.67,64.75,49.45,89.80,72.15,56.70,57.04,64.13,62.65,39.19
6933775,2200000000,33.33,2.00,1.72,8.84,-1.00,4.52,1.08,100.00,33.33,0.68
6933381,10000000000,68.75,41.38,68.00,79.10,54.19,38.89,8.33,79.31,-1.00,-1.00
6933421,9000000000,22.30,97.06,2.13,53.97,10.53,0.00,58.26,52.94,14.29,100.00
6933469,3900000000,39.24,1.49,58.54,50.00,13.87,1.59,34.35,17.74,16.88,35.00
6933472,2300000000,1.69,0.59,8.59,16.33,16.67,3.03,1.28,30.00,0.67,0.96
6933516,2200000000,11.88,35.56,5.10,82.84,5.00,8.89,21.43,2.33,27.59,35.29
6933453,3254489451,5.93,5.56,8.33,40.30,89.29,37.62,31.03,41.25,3.31,18.18
6933740,2386578227,2.50,10.91,19.79,32.56,15.28,18.18,-1.00,2.27,71.55,3.90
6933949,2200000000,4.35,0.91,2.70,0.89,45.59,2.22,86.79,2.33,16.67,6.67
6933585,3080000000,20.00,2.22,50.00,36.04,3.23,0.95,45.30,26.26,17.86,58.54
6933975,3000000000,53.66,50.00,5.78,25.42,55.00,27.34,5.71,5.88,0.52,1.12
6933387,4150987148,-1.00,89.29,11.85,-1.00,38.12,-1.00,-1.00,48.75,16.53,29.22
6933524,3000000000,31.55,14.29,2.13,15.87,100.00,20.61,5.26,100.00,24.09,15.38
6933607,2100000000,1.61,37.62,0.75,1.59,12.00,1.53,0.62,1.30,0.74,2.97
6933731,3000000000,0.94,75.00,1.22,15.15,25.61,9.52,12.07,86.36,35.19,22.22
6933964,5000000000,40.85,77.78,51.49,2.86,61.22,94.74,73.22,92.45,23.91,26.92
6933581,2300000000,3.03,0.59,8.59,1.28,0.80,66.83,17.65,1.69,16.33,16.67
6933708,2500000000,10.00,0.64,5.56,10.94,19.44,48.35,0.62,78.57,3.70,0.74
6933887,2400000000,2.00,1.08,1.72,-1.00,100.00,36.67,11.56,0.68,1.49,23.40
6933768,3000000000,71.55,1.22,15.15,18.18,-1.00,2.50,18.18,86.36,35.19,22.22
6933393,4000000000,37.31,60.00,18.12,-1.00,-1.00,47.52,1.59,38.93,-1.00,-1.00
6933402,3000000000,53.66,50.00,55.00,9.38,14.52,33.33,25.42,26.58,1.49,5.78
6933494,3000000000,92.59,22.94,14.29,46.67,17.31,55.56,0.98,7.38,43.84,10.00
6933567,3000000000,9.88,59.57,4.00,0.51,1.10,10.00,1.54,40.35,14.78,36.73
6933667,3000000000,25.00,40.35,3.70,25.00,17.95,31.90,70.83,5.56,26.56,1.48
6933758,10000000000,73.33,74.47,58.97,70.41,14.29,43.75,89.53,80.88,16.67,82.35
6933784,10000000000,68.00,38.89,79.31,82.79,54.19,68.75,72.50,41.38,8.33,79.10
6933868,3080000000,11.11,12.50,3.70,25.00,8.65,54.46,43.18,65.00,2.56,9.72
6933871,2300000000,18.60,16.67,20.00,50.00,10.00,27.50,3.03,100.00,0.62,0.80
6933506,2200000000,6.67,93.94,6.67,0.55,8.51,20.00,1.06,3.51,0.70,2.27
6933602,2400000000,0.68,1.08,11.56,-1.00,1.49,23.40,12.57,100.00,36.67,1.72
6933714,3000000000,20.00,27.91,62.79,50.00,20.55,58.82,62.07,26.67,14.29,11.20
6934002,3000000000,40.91,5.88,28.12,25.34,31.43,28.21,28.00,1.45,40.00,2.63
6933412,3000000000,27.34,5.71,41.74,2.70,29.41,1.12,17.74,94.12,-1.00,5.88
6933448,10000000000,54.19,68.75,41.38,8.33,79.31,62.79,35.29,82.79,68.00,38.89
6933928,3000000000,45.95,8.04,92.31,48.65,1.61,2.86,68.85,54.17,2.82,-1.00
6933838,3000000000,43.18,12.50,25.00,85.43,1.19,3.70,65.00,2.56,36.84,62.50
6933562,3000000000,12.88,2.15,24.24,91.30,22.81,28.68,1.63,58.33,32.14,43.75
6933597,10000000000,64.13,64.75,39.19,49.45,48.84,56.70,57.04,62.65,89.80,100.00
6933621,2500000000,1.69,11.72,0.80,66.83,23.53,3.03,1.69,0.59,3.05,16.67
6933787,4550000000,42.19,69.23,78.57,20.00,37.50,6.67,40.52,87.50,25.00,50.88
6933809,3000000000,18.18,28.12,37.21,2.38,6.25,15.07,18.18,48.39,10.00,31.40
6933946,2200000000,17.39,0.82,2.38,4.43,0.70,16.67,9.28,18.42,100.00,5.00
6933388,4150987148,48.75,89.29,29.22,11.85,38.12,-1.00,16.53,37.31,-1.00,-1.00
6933464,2300000000,11.45,0.53,1.30,0.83,57.14,-1.00,7.69,0.65,0.61,11.59
6933485,2200000000,8.51,3.51,2.27,20.00,0.70,6.67,93.94,1.06,6.67,0.55
6933565,2100000000,4.00,7.23,1.35,1.10,10.00,7.45,0.82,2.04,0.58,1.54
6933856,3000000000,58.82,27.91,14.29,5.26,20.00,20.55,62.07,26.67,0.70,54.00
6933780,2800000000,54.17,1.19,14.29,31.25,82.78,20.54,2.50,28.26,38.24,16.95
6933455,3000000000,55.56,92.59,43.84,22.94,14.29,0.98,38.04,7.38,17.31,10.00
6933539,3718000000,58.70,14.46,71.43,13.12,91.19,55.56,15.48,20.00,-1.00,57.45
6933546,2200000000,5.00,21.43,11.88,35.29,35.56,5.10,82.84,8.89,2.33,27.59
6933701,2200000000,6.90,1.54,2.00,4.35,2.22,14.29,1.48,0.80,19.51,14.81
6933725,3000000000,3.85,64.43,4.00,14.29,17.12,43.62,12.50,9.40,20.31,3.45
6933395,3000000000,-1.00,52.00,9.38,33.33,-1.00,-1.00,1.59,27.48,14.52,-1.00
6933720,2200000000,9.40,1.56,1.05,3.85,57.22,4.00,66.36,20.75,18.09,12.50
6933452,3000000000,14.52,33.33,53.66,5.78,55.00,0.52,26.58,1.49,50.00,25.42
6933689,2860000000,25.00,0.58,24.47,1.10,10.00,1.54,0.82,22.89,1.35,18.37
6933636,2500000000,26.47,0.52,0.71,0.54,58.82,0.68,1.12,27.34,5.88,21.74
6933965,5000000000,31.15,2.63,27.22,0.70,62.24,77.83,65.28,1.56,14.58,58.25
6933460,3900000000,1.49,58.54,50.00,13.87,34.35,16.88,35.00,39.24,1.59,17.74
6933535,2400000000,1.08,36.67,1.72,-1.00,0.68,5.81,2.00,100.00,11.56,1.49
6933584,3900000000,45.54,60.00,1.59,39.24,58.54,34.35,16.88,17.74,35.00,1.49
6933706,2500000000,13.86,-1.00,3.51,0.90,48.89,45.45,66.01,1.08,14.29,31.03
6933573,5000000000,80.00,90.00,17.74,9.86,34.09,94.23,56.25,59.46,2.86,75.41
6933751,2100000000,14.29,0.85,0.77,0.95,74.02,2.08,6.25,8.33,9.76,17.31
6933969,3600000000,0.67,56.62,33.33,4.55,46.61,7.69,90.70,1.99,85.45,20.00
6933521,2200000000,8.51,2.27,20.00,29.73,0.55,3.51,0.70,6.67,84.62,33.33
6933561,2200000000,0.61,2.44,13.04,30.95,74.21,0.54,1.08,0.60,-1.00,0.62
6933750,3000000000,44.83,67.98,1.08,26.32,55.28,8.75,21.78,-1.00,0.90,51.52
6933771,2420000000,-1.00,10.99,16.67,1.80,16.47,74.84,8.13,2.63,0.76,0.79
6933936,4000000000,18.12,21.77,36.67,68.29,32.20,38.93,1.49,50.00,16.18,39.24
6933553,2100000000,0.79,0.84,2.63,1.18,60.65,-1.00,2.38,2.63,0.76,1.80
6933648,2500000000,5.00,6.33,11.34,0.70,22.83,20.48,14.29,16.67,0.82,1.35
6933791,2386578227,2.27,-1.00,10.91,3.90,19.79,32.56,15.28,18.18,71.55,2.50
6933970,2300000000,78.01,11.34,11.11,29.82,2.41,16.67,36.36,23.81,11.67,70.97
6933977,7200340000,70.59,0.00,0.89,72.09,16.67,53.33,38.46,2.70,77.94,65.96
6933406,4000000000,18.12,21.77,1.49,16.18,32.20,38.93,36.67,39.24,68.29,50.00
6933444,3000000000,-1.00,-1.00,1.69,21.30,22.66,32.65,46.67,23.08,16.67,-1.00
6933449,3000000000,3.03,18.24,29.01,26.19,66.67,1.69,82.61,1.69,0.80,70.35
6933769,6000000000,20.74,55.45,49.43,53.73,89.29,41.09,48.51,58.75,31.40,35.06
6933608,2300000000,32.43,3.51,8.33,2.27,85.58,39.58,21.28,0.70,20.00,0.81
6933955,2200000000,11.88,5.10,35.29,5.00,8.89,21.43,2.33,82.84,27.59,35.56
6933979,2300000000,0.83,3.45,0.71,7.94,52.38,3.33,30.38,0.64,33.33,42.11
6933447,2300000000,0.53,-1.00,0.65,0.61,11.59,1.69,1.30,0.83,57.14,8.78
6933518,2200000000,8.89,2.33,35.56,35.29,82.84,5.00,21.43,27.59,11.88,5.10
6933827,2759734681,3.33,74.51,2.54,17.71,6.25,32.53,5.80,50.00,11.76,14.29
6933985,3500000000,2.33,11.11,29.75,23.58,61.83,0.58,3.12,17.92,8.33,36.25
6933465,10000000000,41.38,79.31,79.10,82.79,54.19,38.89,8.33,72.50,68.75,68.00
6933655,2100000000,0.65,2.27,10.07,12.77,-1.00,4.55,5.23,2.15,70.97,0.78
6933997,10000000000,71.43,69.12,63.77,64.42,100.00,59.88,54.08,66.67,70.42,53.45
6933575,8000000000,60.00,83.87,5.00,54.43,-1.00,47.90,68.42,2.38,100.00,16.67
6933776,2200000000,1.72,74.21,4.52,2.00,1.08,100.00,33.33,0.62,53.19,33.33
6933547,3000000000,17.89,-1.00,1.49,52.46,27.47,2.63,28.57,4.79,72.34,24.07
6933726,3000000000,14.29,84.85,3.45,7.69,0.64,9.09,3.45,17.12,30.00,52.52
6933795,10000000000,33.33,64.10,76.69,88.46,65.85,86.49,1.28,-1.00,79.20,85.11
6933939,5000000000,58.25,77.83,0.00,36.09,22.32,50.00,27.22,0.70,62.24,56.52
6933389,10000000000,35.29,54.19,68.75,41.38,68.00,8.33,62.79,38.89,79.31,82.79
6933578,2500000000,2.46,4.69,3.45,5.56,2.38,1.96,36.00,8.33,2.33,0.82
6933601,2860000000,-1.00,21.86,61.70,14.29,23.15,48.33,1.72,19.73,0.68,1.49
6933722,2200000000,86.79,2.70,1.54,2.00,2.22,2.33,45.59,4.35,0.91,0.89
6933752,2200000000,0.95,2.22,14.29,1.48,20.00,6.84,14.14,50.00,0.80,19.51
6933793,3000000000,15.48,57.72,0.95,20.00,2.22,14.78,0.51,6.67,34.23,3.23
6933500,3080000000,2.70,14.29,100.00,24.09,94.12,29.41,2.13,15.87,5.26,100.00
6933638,2100000000,4.55,0.66,43.41,0.62,7.14,-1.00,0.78,-1.00,10.00,0.64
6933794,2100000000,6.25,0.85,0.95,17.31,14.29,74.02,8.33,9.76,2.08,0.77
6933624,2500000000,14.29,5.00,0.70,22.83,1.35,20.48,6.33,16.67,11.34,0.82
6933832,2000000000,0.62,1.00,17.50,2.17,1.52,9.09,50.00,0.80,32.00,3.45
6933950,3000000000,6.25,14.41,74.51,33.33,8.46,8.33,10.48,73.17,17.65,14.29
6933670,3000000000,21.78,44.83,1.08,-1.00,26.32,55.28,50.00,0.90,8.75,67.98
6933735,10000000000,89.53,80.88,16.67,74.47,43.75,73.33,58.97,82.35,70.41,14.29
6933736,2386578227,71.55,-1.00,-1.00,-1.00,2.27,15.28,18.18,-1.00,2.50,3.90
6933803,2300000000,0.59,8.59,16.33,1.28,17.65,1.69,3.03,16.67,0.80,66.83
6933821,2200000000,4.20,20.00,46.96,14.29,0.85,18.18,0.66,11.70,81.82,0.83
6933486,3000000000,51.24,64.29,0.65,24.09,1.30,31.55,-1.00,3.07,15.38,20.61
6933504,2860000000,-1.00,0.89,2.63,2.13,3.03,45.05,76.19,1.79,58.33,84.78
6933914,2100000000,4.55,-1.00,43.41,0.62,7.14,-1.00,0.78,0.64,0.66,10.00
6933549,5000000000,90.00,94.23,56.25,59.46,9.86,80.00,34.09,17.74,2.86,75.41
6933755,4550000000,13.95,-1.00,27.27,-1.00,10.07,43.62,53.76,91.40,14.06,0.66
6933898,3000000000,25.49,50.00,26.32,32.35,22.22,53.33,57.89,29.31,30.68,38.89
6933532,2500000000,8.78,16.67,66.83,1.69,0.59,1.69,3.05,0.80,23.53,3.03
6933613,2200000000,21.43,35.56,5.10,35.29,93.94,5.00,8.89,2.33,27.59,11.88
6933782,4550000000,50.88,20.00,37.50,69.23,87.50,25.00,78.57,42.19,6.67,40.52
6933851,3000000000,14.52,53.66,52.00,1.59,27.48,9.38,33.33,26.58,1.49,50.00
6933841,3500000000,61.83,2.33,17.92,33.08,1.05,20.34,8.33,23.58,0.58,3.12
6933407,2100000000,1.30,0.74,37.62,1.59,89.29,0.75,2.97,12.00,1.53,0.62
6933430,2300000000,7.69,11.45,57.14,0.65,0.61,11.59,0.53,1.30,0.83,-1.00
6933704,2200000000,12.50,3.85,4.00,9.40,14.29,20.75,1.05,18.09,57.22,1.56
6933764,2500000000,45.45,31.03,66.01,11.39,22.22,4.76,14.29,48.89,1.08,13.86
6933420,3900000000,1.49,60.00,34.35,16.88,35.00,58.54,45.54,1.59,17.74,39.24
6933620,2420000000,4.35,2.22,0.91,2.70,0.89,18.52,3.08,2.00,10.34,96.23
6933932,3000000000,25.00,85.43,43.18,12.50,3.70,65.00,54.46,2.56,36.84,62.50
6933742,2200000000,86.79,2.33,45.59,16.67,6.67,2.22,0.91,2.70,0.89,42.55
6933896,10000000000,70.31,-1.00,33.11,10.00,68.09,93.55,-1.00,54.55,96.70,79.57
6933437,3000000000,52.00,27.48,9.38,14.52,33.33,53.66,50.00,1.59,26.58,1.49
6933475,3900000000,16.88,17.74,35.00,1.49,45.54,60.00,1.59,34.35,39.24,58.54
6933544,3000000000,14.29,38.04,80.77,23.17,3.03,92.59,10.00,22.94,0.98,43.84
6933592,3000000000,-1.00,4.79,1.49,24.07,17.89,28.57,72.34,52.46,27.47,2.63
6933614,2200000000,0.80,14.81,2.00,14.29,1.48,19.51,6.90,1.54,4.35,2.22
6933476,2200000000,8.89,11.88,5.10,82.84,5.00,27.59,35.56,35.29,21.43,2.33
6933622,2100000000,0.65,10.07,5.23,-1.00,0.78,4.55,2.27,12.77,2.15,70.97
6933640,2100000000,0.65,2.27,5.23,70.97,-1.00,4.55,12.77,2.15,0.78,10.07
6933660,10000000000,70.83,-1.00,-1.00,-1.00,70.69,33.33,79.10,80.00,22.17,-1.00
6933962,2200000000,5.10,82.84,5.00,8.89,21.43,2.33,11.88,35.56,35.29,27.59
6933541,2200000000,18.42,7.32,2.63,0.76,1.80,74.84,-1.00,6.72,0.79,15.29
6933732,3000000000,53.66,50.00,5.78,25.42,55.00,27.34,0.52,1.12,5.71,5.88
6933867,3080000000,43.18,12.50,3.70,65.00,56.67,8.65,11.11,9.72,54.46,10.00
6934001,3000000000,8.49,60.00,28.21,40.91,1.49,61.66,40.94,16.35,25.34,31.43
6933450,3000000000,10.00,-1.00,-1.00,7.38,55.56,92.59,-1.00,17.31,43.84,-1.00
6933600,2500000000,0.70,0.82,1.35,20.48,14.29,5.00,6.33,16.67,11.34,22.83
6933438,9000000000,38.71,58.26,22.30,52.94,14.29,100.00,5.88,97.06,2.13,53.97
6933639,2500000000,0.64,17.60,11.85,2.33,48.28,38.30,85.21,5.00,23.81,12.87
6933509,2500000000,3.05,0.80,23.53,0.59,8.78,1.69,16.67,66.83,3.03,1.69
6933855,2860000000,45.05,0.89,1.79,58.33,3.03,-1.00,2.63,76.19,2.13,84.78
6933424,10000000000,68.75,68.00,8.33,79.10,82.79,41.38,38.89,79.31,72.50,54.19
6933483,2300000000,3.51,8.33,-1.00,21.28,0.70,2.27,20.00,-1.00,-1.00,-1.00
6933637,3000000000,4.35,0.00,2.70,0.89,9.30,18.39,2.00,12.73,9.23,2.22
6933501,2500000000,2.38,2.46,4.69,36.00,5.56,8.33,2.33,1.96,0.82,3.45
6933700,2100000000,2.15,0.78,0.65,2.27,10.07,70.97,-1.00,4.55,5.23,12.77
6933419,3000000000,14.29,100.00,5.26,100.00,24.09,-1.00,-1.00,2.13,15.87,-1.00
6933599,2860000000,100.00,48.33,64.29,0.62,48.89,1.08,86.79,55.32,9.03,2.00
6933798,3000000000,3.45,17.12,64.43,4.00,3.85,9.40,20.31,14.29,43.62,12.50
6933718,9000000000,47.95,4.00,14.29,3.45,84.85,31.03,51.82,85.57,33.33,54.69
6933812,2420000000,35.29,14.29,0.68,4.76,7.76,22.73,15.31,4.55,0.65,2.27
6933922,3000000000,43.84,10.00,0.98,23.17,3.03,54.05,22.94,14.29,38.04,80.77
6933940,3000000000,-1.00,1.47,19.64,-1.00,-1.00,62.90,59.62,63.21,41.07,26.90
6933531,9000000000,38.71,58.26,97.06,2.13,100.00,22.30,52.94,14.29,53.97,10.53
6933542,3000000000,0.98,7.38,92.59,43.84,22.94,14.29,17.31,55.56,10.00,38.04
6933695,2500000000,1.69,66.83,3.03,11.72,3.05,16.67,0.80,23.53,1.69,0.59
6933837,3000000000,43.62,14.29,3.45,12.50,3.85,64.43,4.00,9.40,20.31,17.12
6933966,2200000000,1.47,1.96,58.06,57.55,100.00,10.34,71.79,26.09,50.00,32.14
6933480,3080000000,100.00,2.70,29.41,2.13,100.00,5.26,94.12,14.29,15.87,24.09
6933684,3900000000,1.49,58.54,45.54,34.35,17.74,35.00,39.24,60.00,1.59,16.88
6933817,2420000000,1.80,-1.00,2.63,16.67,8.13,0.76,0.79,16.47,74.84,10.99
6934007,2100000000,9.28,15.15,9.52,67.74,1.20,1.41,12.12,11.67,11.11,26.32
